Date,Time,Customer,PType,Type,QTY,Guide
13-Feb-19,16:00,SA Magic,EFT,Adults,18,Linda
13-Feb-19,16:00,SA Time,CSH,Children,1,Mei
13-Feb-19,16:00,SA Time,CSH,Adults,18,Mei
14-Feb-19,08:45,Easy Africa Tours,VCH,Adults,23,Jennifer
14-Feb-19,08:45,Long Travel,CSH,Adults,11,Ady
14-Feb-19,08:45,Long Travel,CSH,Children,3,Ady
14-Feb-19,08:45,ORDO Tours,EFT,Adults,20,Shireen
14-Feb-19,08:45,SA Magic,EFT,Adults,20,Betty
14-Feb-19,08:45,SA Magic,EFT,Adults,19,
14-Feb-19,08:45,SA Time,CSH,Adults,16,Cindy
14-Feb-19,09:30,African Blue,CSH,Adults,4,Michael
14-Feb-19,09:30,African Diamond Tours & Incent,VCH,Adults,23,Wendelll
14-Feb-19,09:30,African Eagle,CSH,Adults,9,Chris
14-Feb-19,09:30,CASUAL BOOKINGS,CSH,Adults,2,
14-Feb-19,09:30,Comfort Travel,CSH,Children,1,Jenny
14-Feb-19,09:30,Comfort Travel,CSH,Adults,6,Jenny
14-Feb-19,09:30,Freelance Guides,CSH,Adults,2,Evan
14-Feb-19,09:30,Hylton Ross Exclusive Touring,VCH,Adults,11,Deon
14-Feb-19,09:30,MPUM: ta Quality Touring Services,VCH,Adults,3,Coreen
14-Feb-19,09:30,Thompsons Africa,CSH,Adults,17,Sunny
14-Feb-19,10:15,Ace Travel,CSH,Adults,19,Lee
14-Feb-19,10:15,Africa Tour Story,VCH,Adults,20,
14-Feb-19,10:15,Cape Discovery,CSH,Adults,4,Gary
14-Feb-19,10:15,CASUAL BOOKINGS,CSH,Adults,2,
14-Feb-19,10:15,CITA,CSH,Adults,9,Leo
14-Feb-19,10:15,Compass Travel,CSH,Adults,9,Afra
14-Feb-19,10:15,SA Time,CSH,Adults,19,Phil
14-Feb-19,10:15,She Africa Tours,CSH,Adults,2,Hilton
14-Feb-19,10:15,She Africa Tours,CSH,Children,2,Hilton
14-Feb-19,10:15,Thompsons Africa,CSH,Children,2,Sunny
14-Feb-19,10:15,Thompsons Africa,CSH,Adults,15,Sunny
14-Feb-19,11:30,ORDO Tours,PRPD,Adults,32,Shafiek
14-Feb-19,15:00,CITA,CSH,Adults,20,Peter
14-Feb-19,15:00,SA Magic,EFT,Children,1,Sunny
14-Feb-19,15:00,SA Magic,EFT,Adults,18,Sunny
14-Feb-19,15:00,SA Time,CSH,Adults,19,Yi
15-Feb-19,08:45,Egoli,PRPD,Adults,18,Omar
15-Feb-19,08:45,Live the Journey,VCH,Adults,15,Paul
15-Feb-19,08:45,Live the Journey,VCH,Adults,16,Johan
15-Feb-19,08:45,SA Magic,EFT,Adults,13,Shaun
15-Feb-19,09:30,AC Tours,CSH,Adults,12,Hans
15-Feb-19,09:30,African Eagle,CSH,Adults,11,Chris
15-Feb-19,09:30,CITY VIEW  CAPE TOWN,PRPD,Adults,10,Esther
15-Feb-19,09:30,Day Trippers,CSH,Adults,2,Pedro
15-Feb-19,09:30,Ezizwe Tours,CSH,Adults,2,Thabang
15-Feb-19,09:30,Hylton Ross Exclusive Touring,VCH,Adults,15,Haruhiko
15-Feb-19,09:30,Hylton Ross Exclusive Touring,VCH,Adults,3,Bradley
15-Feb-19,09:30,Hylton Ross Exclusive Touring,VCH,Children,3,Bradley
15-Feb-19,09:30,Mile By Mile Tours,CSH,Adults,3,James
15-Feb-19,09:30,My Tours,CSH,Adults,2,Roger
15-Feb-19,09:30,Thompsons Africa,CSH,Adults,8,Corra
15-Feb-19,09:30,TOURISM THAT CARES,VCH,Adults,25,
15-Feb-19,09:30,Travcare Holidays,VCH,Adults,2,Irfaan
15-Feb-19,10:15,Africa Incoming (Pty) Ltd,VCH,Adults,2,Thabiet
15-Feb-19,10:15,FRESH HOLIDAY,CSH,Adults,13,Cindy
15-Feb-19,10:15,FRESH HOLIDAY,CSH,Children,2,Cindy
15-Feb-19,10:15,Gilbot Travel,CSH,Adults,7,Jung
15-Feb-19,10:15,ORDO Tours,EFT,Adults,31,Ian
15-Feb-19,10:15,Unicab,CSH,Adults,2,Mark
15-Feb-19,10:15,Windows Tours & Transfers,CSH,Adults,10,Jay
15-Feb-19,15:00,Cape of Good Hope Tours,INV,Adults,2,Anthea
15-Feb-19,15:00,CITA,CSH,Adults,3,Kelly 2
15-Feb-19,15:00,SA Magic,EFT,Adults,11,Richard
15-Feb-19,15:00,WTA ,CSH,Adults,14,nigel
15-Feb-19,15:00,WTA ,CSH,Children,2,nigel
15-Feb-19,15:00,WTA ,CSH,Children,1,Harry 
15-Feb-19,15:00,WTA ,CSH,Adults,12,Harry 
15-Feb-19,15:00,WTA ,CSH,Adults,7,Jason
